flight_id,airline,source,destination,departure_time,arrival_time,duration_mins,is_overnight,duration_hhmm,route,is_delayed,departure_slot
SJ243,SPICEJET,BLR,DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,286.0,0,4h 46m,BLR to DEL,1,Evening (17-21)
AI053,AIR INDIA,CCU,DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0,0,4h 15m,CCU to DEL,1,Evening (17-21)
UK061,VISTARA,BLR,BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,110.0,0,1h 50m,BLR to BOM,0,Evening (17-21)
SJ004,SPICEJET,MAA,DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,189.0,0,3h 9m,MAA to DEL,0,Evening (17-21)
AI173,AIR INDIA,HYD,DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,291.0,0,4h 51m,HYD to DEL,1,Evening (17-21)
6F085,INDIGO,HYD,MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,120.0,0,2h 0m,HYD to MAA,0,Evening (17-21)
SJ109,SPICEJET,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,184.0,0,3h 4m,BOM to DEL,0,Evening (17-21)
UK123,VISTARA,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,174.0,0,2h 54m,BOM to DEL,0,Evening (17-21)
6F125,INDIGO,BOM,CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,244.0,0,4h 4m,BOM to CCU,1,Evening (17-21)
UK183,VISTARA,BLR,CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,83.0,0,1h 23m,BLR to CCU,0,Evening (17-21)
AI110,AIR INDIA,BOM,CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,293.0,0,4h 53m,BOM to CCU,1,Evening (17-21)
UK105,VISTARA,CCU,HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,67.0,0,1h 7m,CCU to HYD,0,Evening (17-21)
6F128,INDIGO,HYD,DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,67.0,0,1h 7m,HYD to DEL,0,Afternoon (12-17)
6F224,INDIGO,DEL,MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,119.0,0,1h 59m,DEL to MAA,0,Afternoon (12-17)
SJ130,SPICEJET,BOM,DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,240.0,0,4h 0m,BOM to DEL,1,Afternoon (12-17)
AI224,AIR INDIA,DEL,HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,285.0,0,4h 45m,DEL to HYD,1,Afternoon (12-17)
SJ182,SPICEJET,CCU,BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,48.0,0,0h 48m,CCU to BOM,0,Afternoon (12-17)
UK164,VISTARA,BOM,HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,264.0,0,4h 24m,BOM to HYD,1,Afternoon (12-17)
AI161,AIR INDIA,CCU,BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,180.0,0,3h 0m,CCU to BOM,0,Afternoon (12-17)
6F206,INDIGO,DEL,BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,260.0,0,4h 20m,DEL to BOM,1,Afternoon (12-17)
SJ204,SPICEJET,CCU,DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,101.0,0,1h 41m,CCU to DEL,0,Afternoon (12-17)
AI206,AIR INDIA,CCU,MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,211.0,0,3h 31m,CCU to MAA,0,Afternoon (12-17)
6F140,INDIGO,CCU,HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,111.0,0,1h 51m,CCU to HYD,0,Afternoon (12-17)
6F253,IndiGo,MAA,BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,118.0,0,1h 58m,MAA to BLR,0,Afternoon (12-17)
SJ161,SPICEJET,MAA,BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,42.0,0,0h 42m,MAA to BLR,0,Afternoon (12-17)
AI098,AIR INDIA,HYD,MAA,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,130.0,0,2h 10m,HYD to MAA,0,Afternoon (12-17)
UK190,VISTARA,DEL,BLR,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,184.0,0,3h 4m,DEL to BLR,0,Afternoon (12-17)
AI085,AIR INDIA,DEL,HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,288.0,0,4h 48m,DEL to HYD,1,Afternoon (12-17)
AI076,AIR INDIA,BLR,BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,35.0,0,0h 35m,BLR to BOM,0,Afternoon (12-17)
UK130,VISTARA,MAA,BLR,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,247.0,0,4h 7m,MAA to BLR,1,Afternoon (12-17)
6F038,INDIGO,HYD,MAA,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,237.0,0,3h 57m,HYD to MAA,1,Afternoon (12-17)
UK110,VISTARA,HYD,DEL,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,287.0,0,4h 47m,HYD to DEL,1,Afternoon (12-17)
SJ013,SPICEJET,DEL,MAA,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,269.0,0,4h 29m,DEL to MAA,1,Afternoon (12-17)
AI039,AIR INDIA,MAA,BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,212.0,0,3h 32m,MAA to BLR,0,Afternoon (12-17)
AI248,AIR INDIA,CCU,DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,78.0,0,1h 18m,CCU to DEL,0,Afternoon (12-17)
6F199,INDIGO,DEL,MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,137.0,0,2h 17m,DEL to MAA,0,Afternoon (12-17)
AI225,AIR INDIA,BOM,BLR,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,56.0,0,0h 56m,BOM to BLR,0,Afternoon (12-17)
SJ028,SPICEJET,CCU,BOM,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,268.0,0,4h 28m,CCU to BOM,1,Afternoon (12-17)
SJ012,SPICEJET,HYD,BLR,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,71.0,0,1h 11m,HYD to BLR,0,Afternoon (12-17)
SJ131,SPICEJET,MAA,HYD,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,67.0,0,1h 7m,MAA to HYD,0,Afternoon (12-17)
AI010,AIR INDIA,BOM,HYD,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,288.0,0,4h 48m,BOM to HYD,1,Afternoon (12-17)
6F020,INDIGO,BOM,HYD,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,105.0,0,1h 45m,BOM to HYD,0,Afternoon (12-17)
SJ038,SPICEJET,BLR,DEL,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,169.0,0,2h 49m,BLR to DEL,0,Afternoon (12-17)
UK204,VISTARA,BLR,DEL,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,98.0,0,1h 38m,BLR to DEL,0,Afternoon (12-17)
AI036,AIR INDIA,BOM,CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,91.0,0,1h 31m,BOM to CCU,0,Afternoon (12-17)
AI100,Air India,CCU,BOM,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,220.0,0,3h 40m,CCU to BOM,1,Afternoon (12-17)
SJ215,SPICEJET,CCU,DEL,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,95.0,0,1h 35m,CCU to DEL,0,Afternoon (12-17)
UK155,VISTARA,MAA,HYD,2026-04-19 14:34:41.703,2026-04-19 18:37:41.703,243.0,0,4h 3m,MAA to HYD,1,Afternoon (12-17)
SJ173,SPICEJET,CCU,HYD,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,102.0,0,1h 42m,CCU to HYD,0,Afternoon (12-17)
UK179,VISTARA,DEL,HYD,2026-04-19 14:25:41.703,2026-04-19 19:15:41.703,290.0,0,4h 50m,DEL to HYD,1,Afternoon (12-17)
UK221,VISTARA,CCU,DEL,2026-04-19 14:18:41.704,2026-04-19 18:44:41.704,266.0,0,4h 26m,CCU to DEL,1,Afternoon (12-17)
UK023,VISTARA,DEL,MAA,2026-04-19 14:15:41.701,2026-04-19 19:03:41.701,288.0,0,4h 48m,DEL to MAA,1,Afternoon (12-17)
SJ107,SPICEJET,BOM,MAA,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,268.0,0,4h 28m,BOM to MAA,1,Afternoon (12-17)
AI073,AIR INDIA,BOM,BLR,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,122.0,0,2h 2m,BOM to BLR,0,Afternoon (12-17)
SJ187,SPICEJET,MAA,BLR,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,203.0,0,3h 23m,MAA to BLR,0,Afternoon (12-17)
UK058,VISTARA,MAA,BOM,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,198.0,0,3h 18m,MAA to BOM,0,Afternoon (12-17)
SJ063,SPICEJET,MAA,BOM,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,105.0,0,1h 45m,MAA to BOM,0,Afternoon (12-17)
SJ062,SPICEJET,BLR,HYD,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,209.0,0,3h 29m,BLR to HYD,1,Afternoon (12-17)
UK048,VISTARA,MAA,DEL,2026-04-19 13:36:41.701,2026-04-19 18:21:41.701,285.0,0,4h 45m,MAA to DEL,1,Afternoon (12-17)
AI181,AIR INDIA,MAA,HYD,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,206.0,0,3h 26m,MAA to HYD,0,Afternoon (12-17)
AI003,AIR INDIA,BLR,HYD,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,208.0,0,3h 28m,BLR to HYD,1,Afternoon (12-17)
6F041,INDIGO,MAA,BOM,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,209.0,0,3h 29m,MAA to BOM,0,Afternoon (12-17)
6F175,INDIGO,MAA,CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,115.0,0,1h 55m,MAA to CCU,0,Afternoon (12-17)
6F013,INDIGO,BOM,CCU,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,290.0,0,4h 50m,BOM to CCU,1,Afternoon (12-17)
SJ040,SPICEJET,BOM,CCU,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,212.0,0,3h 32m,BOM to CCU,0,Afternoon (12-17)
SJ016,SPICEJET,HYD,CCU,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,205.0,0,3h 25m,HYD to CCU,0,Afternoon (12-17)
6F135,INDIGO,MAA,HYD,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,46.0,0,0h 46m,MAA to HYD,0,Afternoon (12-17)
6F150,INDIGO,HYD,MAA,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,238.0,0,3h 58m,HYD to MAA,1,Afternoon (12-17)
AI083,AIR INDIA,DEL,BOM,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,43.0,0,0h 43m,DEL to BOM,0,Afternoon (12-17)
SJ166,SPICEJET,CCU,HYD,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,207.0,0,3h 27m,CCU to HYD,1,Afternoon (12-17)
SJ027,SpiceJet,BOM,MAA,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,263.0,0,4h 23m,BOM to MAA,1,Afternoon (12-17)
6F134,INDIGO,BLR,MAA,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,79.0,0,1h 19m,BLR to MAA,0,Afternoon (12-17)
UK225,VISTARA,MAA,BLR,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,136.0,0,2h 16m,MAA to BLR,0,Afternoon (12-17)
SJ175,SPICEJET,MAA,BLR,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,244.0,0,4h 4m,MAA to BLR,1,Afternoon (12-17)
AI182,AIR INDIA,HYD,DEL,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,273.0,0,4h 33m,HYD to DEL,1,Afternoon (12-17)
AI190,AIR INDIA,BOM,CCU,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,198.0,0,3h 18m,BOM to CCU,0,Afternoon (12-17)
AI120,AIR INDIA,MAA,CCU,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,126.0,0,2h 6m,MAA to CCU,0,Afternoon (12-17)
6F132,INDIGO,MAA,BOM,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,60.0,0,1h 0m,MAA to BOM,0,Afternoon (12-17)
UK102,VISTARA,HYD,CCU,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,123.0,0,2h 3m,HYD to CCU,0,Morning (09-12)
AI045,AIR INDIA,HYD,MAA,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,159.0,0,2h 39m,HYD to MAA,0,Morning (09-12)
UK136,VISTARA,HYD,CCU,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,223.0,0,3h 43m,HYD to CCU,1,Morning (09-12)
SJ238,SPICEJET,MAA,BLR,2026-04-19 11:41:41.704,2026-04-19 15:39:41.704,238.0,0,3h 58m,MAA to BLR,1,Morning (09-12)
AI193,AIR INDIA,MAA,HYD,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,274.0,0,4h 34m,MAA to HYD,1,Morning (09-12)
6F001,INDIGO,HYD,BOM,2026-04-19 11:33:41.700,2026-04-19 13:08:41.700,95.0,0,1h 35m,HYD to BOM,0,Morning (09-12)
6F211,INDIGO,MAA,BLR,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,291.0,0,4h 51m,MAA to BLR,1,Morning (09-12)
SJ199,SPICEJET,HYD,BOM,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,150.0,0,2h 30m,HYD to BOM,0,Morning (09-12)
SJ050,SPICEJET,HYD,CCU,2026-04-19 11:24:41.701,2026-04-19 12:03:41.701,39.0,0,0h 39m,HYD to CCU,0,Morning (09-12)
UK115,VISTARA,BLR,BOM,2026-04-19 11:20:41.702,2026-04-19 13:20:42.000,120.0,0,2h 0m,BLR to BOM,0,Morning (09-12)
6F235,INDIGO,HYD,MAA,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,165.0,0,2h 45m,HYD to MAA,0,Morning (09-12)
UK111,VISTARA,MAA,BLR,2026-04-19 11:06:41.702,2026-04-19 12:20:41.702,74.0,0,1h 14m,MAA to BLR,0,Morning (09-12)
6F005,INDIGO,BOM,MAA,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,263.0,0,4h 23m,BOM to MAA,1,Morning (09-12)
AI198,AIR INDIA,CCU,MAA,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,203.0,0,3h 23m,CCU to MAA,0,Morning (09-12)
UK184,VISTARA,MAA,HYD,2026-04-19 10:49:41.703,2026-04-19 13:00:41.703,131.0,0,2h 11m,MAA to HYD,0,Morning (09-12)
6F219,INDIGO,MAA,DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,245.0,0,4h 5m,MAA to DEL,1,Morning (09-12)
UK066,VISTARA,BOM,CCU,2026-04-19 10:29:41.701,2026-04-19 12:07:41.701,98.0,0,1h 38m,BOM to CCU,0,Morning (09-12)
6F220,INDIGO,HYD,BOM,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,58.0,0,0h 58m,HYD to BOM,0,Morning (09-12)
AI180,AIR INDIA,BOM,CCU,2026-04-19 10:19:41.703,2026-04-19 11:00:41.703,41.0,0,0h 41m,BOM to CCU,0,Morning (09-12)
6F098,INDIGO,BLR,MAA,2026-04-19 10:18:41.702,2026-04-19 12:49:41.702,151.0,0,2h 31m,BLR to MAA,0,Morning (09-12)
AI141,AIR INDIA,BLR,DEL,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,277.0,0,4h 37m,BLR to DEL,1,Morning (09-12)
SJ170,SPICEJET,BLR,BOM,2026-04-19 10:11:41.703,2026-04-19 11:56:41.703,105.0,0,1h 45m,BLR to BOM,0,Morning (09-12)
SJ178,SPICEJET,BOM,HYD,2026-04-19 09:58:41.703,2026-04-19 12:27:41.703,149.0,0,2h 29m,BOM to HYD,0,Morning (09-12)
6F172,INDIGO,BOM,BLR,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,293.0,0,4h 53m,BOM to BLR,1,Morning (09-12)
UK220,VISTARA,BLR,BOM,2026-04-19 09:51:41.704,2026-04-19 13:25:41.704,214.0,0,3h 34m,BLR to BOM,1,Morning (09-12)
SJ148,SPICEJET,DEL,BLR,2026-04-19 09:51:41.702,2026-04-19 13:41:41.702,230.0,0,3h 50m,DEL to BLR,1,Morning (09-12)
UK065,VISTARA,BOM,CCU,2026-04-19 09:38:41.701,2026-04-19 13:46:41.701,248.0,0,4h 8m,BOM to CCU,1,Morning (09-12)
6F243,INDIGO,BOM,HYD,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,56.0,0,0h 56m,BOM to HYD,0,Morning (09-12)
SJ193,SPICEJET,CCU,DEL,2026-04-19 09:37:41.703,2026-04-19 12:16:41.703,159.0,0,2h 39m,CCU to DEL,0,Morning (09-12)
UK056,VISTARA,HYD,MAA,2026-04-19 09:29:41.701,2026-04-19 10:15:41.701,46.0,0,0h 46m,HYD to MAA,0,Morning (09-12)
SJ073,SPICEJET,CCU,BLR,2026-04-19 09:26:41.701,2026-04-19 11:14:41.701,108.0,0,1h 48m,CCU to BLR,0,Morning (09-12)
6F052,INDIGO,BOM,CCU,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,169.0,0,2h 49m,BOM to CCU,0,Morning (09-12)
SJ201,SPICEJET,BLR,DEL,2026-04-19 09:10:41.703,2026-04-19 11:12:41.703,122.0,0,2h 2m,BLR to DEL,0,Morning (09-12)
UK028,VISTARA,HYD,MAA,2026-04-19 09:02:41.701,2026-04-19 10:37:41.701,95.0,0,1h 35m,HYD to MAA,0,Morning (09-12)
SJ119,SPICEJET,BOM,CCU,2026-04-19 08:53:41.702,2026-04-19 11:29:41.702,156.0,0,2h 36m,BOM to CCU,0,Early Morning (05-09)
AI165,AIR INDIA,DEL,CCU,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,100.0,0,1h 40m,DEL to CCU,0,Early Morning (05-09)
AI255,AIR INDIA,MAA,CCU,2026-04-19 08:45:41.704,2026-04-19 13:12:41.704,267.0,0,4h 27m,MAA to CCU,1,Early Morning (05-09)
AI202,AIR INDIA,HYD,BLR,2026-04-19 08:44:41.703,2026-04-19 10:53:41.703,129.0,0,2h 9m,HYD to BLR,0,Early Morning (05-09)
SJ039,SPICEJET,MAA,BOM,2026-04-19 08:41:41.701,2026-04-19 12:08:41.701,207.0,0,3h 27m,MAA to BOM,0,Early Morning (05-09)
UK024,VISTARA,MAA,BLR,2026-04-19 08:29:41.701,2026-04-19 13:29:41.701,300.0,0,5h 0m,MAA to BLR,1,Early Morning (05-09)
SJ006,SPICEJET,HYD,BLR,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,32.0,0,0h 32m,HYD to BLR,0,Early Morning (05-09)
AI207,AIR INDIA,BOM,MAA,2026-04-19 08:24:41.703,2026-04-19 11:23:41.703,179.0,0,2h 59m,BOM to MAA,0,Early Morning (05-09)
SJ168,SPICEJET,CCU,BOM,2026-04-19 08:17:41.703,2026-04-19 12:29:41.703,252.0,0,4h 12m,CCU to BOM,1,Early Morning (05-09)
AI028,AIR INDIA,HYD,BOM,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,42.0,0,0h 42m,HYD to BOM,0,Early Morning (05-09)
6F094,INDIGO,BLR,BOM,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,89.0,0,1h 29m,BLR to BOM,0,Early Morning (05-09)
6F024,INDIGO,BOM,DEL,2026-04-19 07:31:41.701,2026-04-19 11:17:41.701,226.0,0,3h 46m,BOM to DEL,1,Early Morning (05-09)
6F061,INDIGO,MAA,BOM,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,41.0,0,0h 41m,MAA to BOM,0,Early Morning (05-09)
AI032,AIR INDIA,MAA,BLR,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,120.0,0,2h 0m,MAA to BLR,0,Early Morning (05-09)
UK163,VISTARA,DEL,HYD,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,102.0,0,1h 42m,DEL to HYD,0,Early Morning (05-09)
SJ067,SPICEJET,MAA,BLR,2026-04-19 07:17:41.701,2026-04-19 08:16:41.701,59.0,0,0h 59m,MAA to BLR,0,Early Morning (05-09)
SJ106,SPICEJET,CCU,DEL,2026-04-19 07:16:41.702,2026-04-19 09:40:41.702,144.0,0,2h 24m,CCU to DEL,0,Early Morning (05-09)
AI086,AIR INDIA,CCU,HYD,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,176.0,0,2h 56m,CCU to HYD,0,Early Morning (05-09)
6F263,IndiGo,DEL,HYD,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,83.0,0,1h 23m,DEL to HYD,0,Early Morning (05-09)
6F163,INDIGO,MAA,BOM,2026-04-19 06:49:41.703,2026-04-19 10:46:41.703,237.0,0,3h 57m,MAA to BOM,1,Early Morning (05-09)
SJ064,SPICEJET,CCU,DEL,2026-04-19 06:29:41.701,2026-04-19 08:43:41.701,134.0,0,2h 14m,CCU to DEL,0,Early Morning (05-09)
UK118,VISTARA,HYD,BLR,2026-04-19 06:22:41.702,2026-04-19 07:22:42.000,60.0,0,1h 0m,HYD to BLR,0,Early Morning (05-09)
UK022,VISTARA,DEL,HYD,2026-04-19 06:22:41.701,2026-04-19 10:59:41.701,277.0,0,4h 37m,DEL to HYD,1,Early Morning (05-09)
UK099,VISTARA,BOM,MAA,2026-04-19 06:16:41.702,2026-04-19 10:24:41.702,248.0,0,4h 8m,BOM to MAA,1,Early Morning (05-09)
6F212,INDIGO,BLR,CCU,2026-04-19 06:10:41.703,2026-04-19 10:52:41.703,282.0,0,4h 42m,BLR to CCU,1,Early Morning (05-09)
AI023,AIR INDIA,HYD,BLR,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,205.0,0,3h 25m,HYD to BLR,0,Early Morning (05-09)
SJ245,SPICEJET,BOM,DEL,2026-04-19 06:07:41.704,2026-04-19 09:39:41.704,212.0,0,3h 32m,BOM to DEL,1,Early Morning (05-09)
6F066,INDIGO,BLR,HYD,2026-04-19 06:07:41.701,2026-04-19 07:43:41.701,96.0,0,1h 36m,BLR to HYD,0,Early Morning (05-09)
AI138,AIR INDIA,DEL,CCU,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,50.0,0,0h 50m,DEL to CCU,0,Early Morning (05-09)
SJ021,SPICEJET,HYD,BLR,2026-04-19 05:48:41.701,2026-04-19 09:46:41.701,238.0,0,3h 58m,HYD to BLR,1,Early Morning (05-09)
SJ136,SPICEJET,HYD,BLR,2026-04-19 05:45:41.702,2026-04-19 08:04:41.702,139.0,0,2h 19m,HYD to BLR,0,Early Morning (05-09)
AI148,AIR INDIA,HYD,MAA,2026-04-19 05:41:41.703,2026-04-19 08:32:41.703,171.0,0,2h 51m,HYD to MAA,0,Early Morning (05-09)
SJ014,SPICEJET,BOM,HYD,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,59.0,0,0h 59m,BOM to HYD,0,Early Morning (05-09)
6F104,INDIGO,CCU,BOM,2026-04-19 05:39:41.702,2026-04-19 06:14:41.702,35.0,0,0h 35m,CCU to BOM,0,Early Morning (05-09)
SJ121,SPICEJET,CCU,DEL,2026-04-19 05:32:41.702,2026-04-19 06:47:41.702,75.0,0,1h 15m,CCU to DEL,0,Early Morning (05-09)
UK174,VISTARA,CCU,DEL,2026-04-19 05:27:41.703,2026-04-19 07:47:41.703,140.0,0,2h 20m,CCU to DEL,0,Early Morning (05-09)
AI033,AIR INDIA,MAA,CCU,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,296.0,0,4h 56m,MAA to CCU,1,Early Morning (05-09)
SJ122,SPICEJET,CCU,BOM,2026-04-19 05:22:41.702,2026-04-19 10:09:41.702,287.0,0,4h 47m,CCU to BOM,1,Early Morning (05-09)
UK095,VISTARA,BOM,MAA,2026-04-19 05:22:41.702,2026-04-19 07:36:41.702,134.0,0,2h 14m,BOM to MAA,0,Early Morning (05-09)
SJ026,SPICEJET,CCU,MAA,2026-04-19 05:22:41.701,2026-04-19 09:40:41.701,258.0,0,4h 18m,CCU to MAA,1,Early Morning (05-09)
6F221,INDIGO,MAA,DEL,2026-04-19 05:20:41.704,2026-04-19 08:52:41.704,212.0,0,3h 32m,MAA to DEL,1,Early Morning (05-09)
SJ103,SPICEJET,MAA,BLR,2026-04-19 05:16:41.702,2026-04-19 08:56:41.702,220.0,0,3h 40m,MAA to BLR,0,Early Morning (05-09)
SJ011,SPICEJET,BOM,MAA,2026-04-19 05:14:41.701,2026-04-19 09:59:41.701,285.0,0,4h 45m,BOM to MAA,1,Early Morning (05-09)
AI002,AIR INDIA,HYD,BLR,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,120.0,0,2h 0m,HYD to BLR,0,Early Morning (05-09)
AI046,Air India,DEL,BOM,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,171.0,0,2h 51m,DEL to BOM,0,Early Morning (05-09)
SJ053,SPICEJET,CCU,DEL,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,98.0,0,1h 38m,CCU to DEL,0,Early Morning (05-09)
AI236,AIR INDIA,DEL,BOM,2026-04-19 04:52:41.704,2026-04-19 09:11:41.704,259.0,0,4h 19m,DEL to BOM,1,Night (21-05)
AI254,AIR INDIA,CCU,HYD,2026-04-19 04:46:41.704,2026-04-19 08:06:41.704,200.0,0,3h 20m,CCU to HYD,1,Night (21-05)
6F063,INDIGO,DEL,HYD,2026-04-19 04:42:41.701,2026-04-19 07:31:41.701,169.0,0,2h 49m,DEL to HYD,0,Night (21-05)
6F115,INDIGO,MAA,BLR,2026-04-19 04:41:41.702,2026-04-19 06:23:41.702,102.0,0,1h 42m,MAA to BLR,0,Night (21-05)
UK070,VISTARA,BOM,DEL,2026-04-19 04:36:41.701,2026-04-19 06:49:41.701,133.0,0,2h 13m,BOM to DEL,0,Night (21-05)
SJ147,SPICEJET,BLR,CCU,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,262.0,0,4h 22m,BLR to CCU,1,Night (21-05)
UK201,VISTARA,HYD,BOM,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,133.0,0,2h 13m,HYD to BOM,0,Night (21-05)
SJ234,SPICEJET,BLR,CCU,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,123.0,0,2h 3m,BLR to CCU,0,Night (21-05)
AI176,AIR INDIA,BLR,DEL,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,125.0,0,2h 5m,BLR to DEL,0,Night (21-05)
SJ045,SPICEJET,DEL,MAA,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,287.0,0,4h 47m,DEL to MAA,1,Night (21-05)
SJ174,SPICEJET,CCU,DEL,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,55.0,0,0h 55m,CCU to DEL,0,Night (21-05)
AI007,AIR INDIA,MAA,DEL,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,120.0,0,2h 0m,MAA to DEL,0,Night (21-05)
AI143,AIR INDIA,CCU,DEL,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,38.0,0,0h 38m,CCU to DEL,0,Night (21-05)
